timestamp,value,classification,date,total_size_tokens,total_size_usd,average_execution_price,buy_count,sell_count
1567056600,20,Extreme Fear,2019-08-29,,,,,
1567143000,24,Extreme Fear,2019-08-30,,,,,
1567229400,20,Extreme Fear,2019-08-31,,,,,
1567315800,24,Extreme Fear,2019-09-01,,,,,
1567402200,28,Fear,2019-09-02,,,,,
1567488600,41,Fear,2019-09-03,,,,,
1567575000,43,Fear,2019-09-04,,,,,
1567661400,41,Fear,2019-09-05,,,,,
1567747800,43,Fear,2019-09-06,,,,,
1567834200,39,Fear,2019-09-07,,,,,
1567920600,43,Fear,2019-09-08,,,,,
1568007000,41,Fear,2019-09-09,,,,,
1568093400,41,Fear,2019-09-10,,,,,
1568179800,38,Fear,2019-09-11,,,,,
1568266200,39,Fear,2019-09-12,,,,,
1568352600,38,Fear,2019-09-13,,,,,
1568439000,39,Fear,2019-09-14,,,,,
1568525400,38,Fear,2019-09-15,,,,,
1568611800,38,Fear,2019-09-16,,,,,
1568698200,41,Fear,2019-09-17,,,,,
1568784600,38,Fear,2019-09-18,,,,,
1568871000,31,Fear,2019-09-19,,,,,
1568957400,41,Fear,2019-09-20,,,,,
1569043800,37,Fear,2019-09-21,,,,,
1569130200,37,Fear,2019-09-22,,,,,
1569216600,41,Fear,2019-09-23,,,,,
1569303000,39,Fear,2019-09-24,,,,,
1569389400,15,Extreme Fear,2019-09-25,,,,,
1569475800,12,Extreme Fear,2019-09-26,,,,,
1569562200,24,Extreme Fear,2019-09-27,,,,,
1569648600,32,Fear,2019-09-28,,,,,
1569735000,33,Fear,2019-09-29,,,,,
1569821400,27,Fear,2019-09-30,,,,,
1569907800,38,Fear,2019-10-01,,,,,
1569994200,39,Fear,2019-10-02,,,,,
1570080600,37,Fear,2019-10-03,,,,,
1570167000,30,Fear,2019-10-04,,,,,
1570253400,31,Fear,2019-10-05,,,,,
1570339800,32,Fear,2019-10-06,,,,,
1570426200,27,Fear,2019-10-07,,,,,
1570512600,39,Fear,2019-10-08,,,,,
1570599000,37,Fear,2019-10-09,,,,,
1570685400,41,Fear,2019-10-10,,,,,
1570771800,39,Fear,2019-10-11,,,,,
1570858200,38,Fear,2019-10-12,,,,,
1570944600,38,Fear,2019-10-13,,,,,
1571031000,37,Fear,2019-10-14,,,,,
1571117400,39,Fear,2019-10-15,,,,,
1571203800,40,Fear,2019-10-16,,,,,
1571290200,40,Fear,2019-10-17,,,,,
1571376600,40,Fear,2019-10-18,,,,,
1571463000,41,Fear,2019-10-19,,,,,
1571549400,37,Fear,2019-10-20,,,,,
1571635800,37,Fear,2019-10-21,,,,,
1571722200,39,Fear,2019-10-22,,,,,
1571808600,33,Fear,2019-10-23,,,,,
1571895000,20,Extreme Fear,2019-10-24,,,,,
1571981400,24,Extreme Fear,2019-10-25,,,,,
1572067800,53,Neutral,2019-10-26,,,,,
1572154200,50,Neutral,2019-10-27,,,,,
1572240600,52,Neutral,2019-10-28,,,,,
1572327000,54,Neutral,2019-10-29,,,,,
1572413400,53,Neutral,2019-10-30,,,,,
1572499800,50,Neutral,2019-10-31,,,,,
1572586200,49,Neutral,2019-11-01,,,,,
1572672600,51,Neutral,2019-11-02,,,,,
1572759000,56,Greed,2019-11-03,,,,,
1572845400,49,Neutral,2019-11-04,,,,,
1572931800,54,Neutral,2019-11-05,,,,,
1573018200,53,Neutral,2019-11-06,,,,,
1573104600,54,Neutral,2019-11-07,,,,,
1573191000,42,Fear,2019-11-08,,,,,
1573277400,38,Fear,2019-11-09,,,,,
1573363800,39,Fear,2019-11-10,,,,,
1573450200,40,Fear,2019-11-11,,,,,
1573536600,39,Fear,2019-11-12,,,,,
1573623000,38,Fear,2019-11-13,,,,,
1573709400,41,Fear,2019-11-14,,,,,
1573795800,38,Fear,2019-11-15,,,,,
1573882200,41,Fear,2019-11-16,,,,,
1573968600,38,Fear,2019-11-17,,,,,
1574055000,38,Fear,2019-11-18,,,,,
1574141400,32,Fear,2019-11-19,,,,,
1574227800,32,Fear,2019-11-20,,,,,
1574314200,30,Fear,2019-11-21,,,,,
1574400600,20,Extreme Fear,2019-11-22,,,,,
1574487000,23,Extreme Fear,2019-11-23,,,,,
1574573400,21,Extreme Fear,2019-11-24,,,,,
1574659800,17,Extreme Fear,2019-11-25,,,,,
1574746200,21,Extreme Fear,2019-11-26,,,,,
1574832600,20,Extreme Fear,2019-11-27,,,,,
1574919000,32,Fear,2019-11-28,,,,,
1575005400,31,Fear,2019-11-29,,,,,
1575091800,38,Fear,2019-11-30,,,,,
1575178200,25,Fear,2019-12-01,,,,,
1575264600,28,Fear,2019-12-02,,,,,
1575351000,28,Fear,2019-12-03,,,,,
1575437400,24,Extreme Fear,2019-12-04,,,,,
1575523800,21,Extreme Fear,2019-12-05,,,,,
1575610200,29,Fear,2019-12-06,,,,,
1575696600,32,Fear,2019-12-07,,,,,
1575783000,28,Fear,2019-12-08,,,,,
1575869400,32,Fear,2019-12-09,,,,,
1575955800,26,Fear,2019-12-10,,,,,
1576042200,20,Extreme Fear,2019-12-11,,,,,
1576128600,23,Extreme Fear,2019-12-12,,,,,
1576215000,22,Extreme Fear,2019-12-13,,,,,
1576301400,27,Fear,2019-12-14,,,,,
1576387800,21,Extreme Fear,2019-12-15,,,,,
1576474200,24,Extreme Fear,2019-12-16,,,,,
1576560600,23,Extreme Fear,2019-12-17,,,,,
1576647000,15,Extreme Fear,2019-12-18,,,,,
1576733400,21,Extreme Fear,2019-12-19,,,,,
1576819800,23,Extreme Fear,2019-12-20,,,,,
1576906200,23,Extreme Fear,2019-12-21,,,,,
1576992600,20,Extreme Fear,2019-12-22,,,,,
1577079000,33,Fear,2019-12-23,,,,,
1577165400,25,Fear,2019-12-24,,,,,
1577251800,22,Extreme Fear,2019-12-25,,,,,
1577338200,39,Fear,2019-12-26,,,,,
1577424600,38,Fear,2019-12-27,,,,,
1577511000,37,Fear,2019-12-28,,,,,
1577597400,37,Fear,2019-12-29,,,,,
1577683800,40,Fear,2019-12-30,,,,,
1577770200,38,Fear,2019-12-31,,,,,
1577856600,37,Fear,2020-01-01,,,,,
1577943000,39,Fear,2020-01-02,,,,,
1578029400,38,Fear,2020-01-03,,,,,
1578115800,38,Fear,2020-01-04,,,,,
1578202200,39,Fear,2020-01-05,,,,,
1578288600,41,Fear,2020-01-06,,,,,
1578375000,40,Fear,2020-01-07,,,,,
1578461400,51,Neutral,2020-01-08,,,,,
1578547800,44,Fear,2020-01-09,,,,,
1578634200,41,Fear,2020-01-10,,,,,
1578720600,50,Neutral,2020-01-11,,,,,
1578807000,45,Neutral,2020-01-12,,,,,
1578893400,49,Neutral,2020-01-13,,,,,
1578979800,56,Greed,2020-01-14,,,,,
1579066200,54,Neutral,2020-01-15,,,,,
1579152600,55,Greed,2020-01-16,,,,,
1579239000,54,Neutral,2020-01-17,,,,,
1579325400,51,Neutral,2020-01-18,,,,,
1579411800,53,Neutral,2020-01-19,,,,,
1579498200,48,Neutral,2020-01-20,,,,,
1579584600,49,Neutral,2020-01-21,,,,,
1579671000,52,Neutral,2020-01-22,,,,,
1579757400,49,Neutral,2020-01-23,,,,,
1579843800,40,Fear,2020-01-24,,,,,
1579930200,41,Fear,2020-01-25,,,,,
1580016600,42,Fear,2020-01-26,,,,,
1580103000,50,Neutral,2020-01-27,,,,,
1580189400,54,Neutral,2020-01-28,,,,,
1580275800,57,Greed,2020-01-29,,,,,
1580362200,57,Greed,2020-01-30,,,,,
1580448600,55,Greed,2020-01-31,,,,,
1580535000,57,Greed,2020-02-01,,,,,
1580621400,57,Greed,2020-02-02,,,,,
1580707800,59,Greed,2020-02-03,,,,,
1580794200,56,Greed,2020-02-04,,,,,
1580880600,53,Neutral,2020-02-05,,,,,
1580967000,61,Greed,2020-02-06,,,,,
1581053400,56,Greed,2020-02-07,,,,,
1581139800,56,Greed,2020-02-08,,,,,
1581226200,56,Greed,2020-02-09,,,,,
1581312600,57,Greed,2020-02-10,,,,,
1581399000,52,Neutral,2020-02-11,,,,,
1581485400,61,Greed,2020-02-12,,,,,
1581571800,65,Greed,2020-02-13,,,,,
1581658200,63,Greed,2020-02-14,,,,,
1581744600,64,Greed,2020-02-15,,,,,
1581831000,59,Greed,2020-02-16,,,,,
1581917400,49,Neutral,2020-02-17,,,,,
1582003800,53,Neutral,2020-02-18,,,,,
1582090200,50,Neutral,2020-02-19,,,,,
1582176600,44,Fear,2020-02-20,,,,,
1582263000,44,Fear,2020-02-21,,,,,
1582349400,43,Fear,2020-02-22,,,,,
1582435800,46,Neutral,2020-02-23,,,,,
1582522200,46,Neutral,2020-02-24,,,,,
1582608600,44,Fear,2020-02-25,,,,,
1582695000,41,Fear,2020-02-26,,,,,
1582781400,39,Fear,2020-02-27,,,,,
1582867800,40,Fear,2020-02-28,,,,,
1582954200,38,Fear,2020-02-29,,,,,
1583040600,39,Fear,2020-03-01,,,,,
1583127000,38,Fear,2020-03-02,,,,,
1583213400,38,Fear,2020-03-03,,,,,
1583299800,40,Fear,2020-03-04,,,,,
1583386200,41,Fear,2020-03-05,,,,,
1583472600,39,Fear,2020-03-06,,,,,
1583559000,38,Fear,2020-03-07,,,,,
1583645400,33,Fear,2020-03-08,,,,,
1583731800,17,Extreme Fear,2020-03-09,,,,,
1583818200,16,Extreme Fear,2020-03-10,,,,,
1583904600,17,Extreme Fear,2020-03-11,,,,,
1583991000,14,Extreme Fear,2020-03-12,,,,,
1584077400,10,Extreme Fear,2020-03-13,,,,,
1584163800,8,Extreme Fear,2020-03-14,,,,,
1584250200,12,Extreme Fear,2020-03-15,,,,,
1584336600,9,Extreme Fear,2020-03-16,,,,,
1584423000,8,Extreme Fear,2020-03-17,,,,,
1584509400,11,Extreme Fear,2020-03-18,,,,,
1584595800,12,Extreme Fear,2020-03-19,,,,,
1584682200,9,Extreme Fear,2020-03-20,,,,,
1584768600,9,Extreme Fear,2020-03-21,,,,,
1584855000,11,Extreme Fear,2020-03-22,,,,,
1584941400,10,Extreme Fear,2020-03-23,,,,,
1585027800,12,Extreme Fear,2020-03-24,,,,,
1585114200,13,Extreme Fear,2020-03-25,,,,,
1585200600,14,Extreme Fear,2020-03-26,,,,,
1585287000,12,Extreme Fear,2020-03-27,,,,,
1585373400,8,Extreme Fear,2020-03-28,,,,,
1585459800,12,Extreme Fear,2020-03-29,,,,,
1585546200,10,Extreme Fear,2020-03-30,,,,,
1585632600,12,Extreme Fear,2020-03-31,,,,,
1585719000,12,Extreme Fear,2020-04-01,,,,,
1585805400,14,Extreme Fear,2020-04-02,,,,,
1585891800,14,Extreme Fear,2020-04-03,,,,,
1585978200,12,Extreme Fear,2020-04-04,,,,,
1586064600,12,Extreme Fear,2020-04-05,,,,,
1586151000,12,Extreme Fear,2020-04-06,,,,,
1586237400,20,Extreme Fear,2020-04-07,,,,,
1586323800,21,Extreme Fear,2020-04-08,,,,,
1586410200,22,Extreme Fear,2020-04-09,,,,,
1586496600,15,Extreme Fear,2020-04-10,,,,,
1586583000,15,Extreme Fear,2020-04-11,,,,,
1586669400,10,Extreme Fear,2020-04-12,,,,,
1586755800,11,Extreme Fear,2020-04-13,,,,,
1586842200,15,Extreme Fear,2020-04-14,,,,,
1586928600,18,Extreme Fear,2020-04-15,,,,,
1587015000,13,Extreme Fear,2020-04-16,,,,,
1587101400,15,Extreme Fear,2020-04-17,,,,,
1587187800,18,Extreme Fear,2020-04-18,,,,,
1587274200,16,Extreme Fear,2020-04-19,,,,,
1587360600,15,Extreme Fear,2020-04-20,,,,,
1587447000,17,Extreme Fear,2020-04-21,,,,,
1587533400,19,Extreme Fear,2020-04-22,,,,,
1587619800,19,Extreme Fear,2020-04-23,,,,,
1587706200,20,Extreme Fear,2020-04-24,,,,,
1587792600,24,Extreme Fear,2020-04-25,,,,,
1587879000,21,Extreme Fear,2020-04-26,,,,,
1587965400,28,Fear,2020-04-27,,,,,
1588051800,26,Fear,2020-04-28,,,,,
1588138200,26,Fear,2020-04-29,,,,,
1588224600,44,Fear,2020-04-30,,,,,
1588311000,40,Fear,2020-05-01,,,,,
1588397400,40,Fear,2020-05-02,,,,,
1588483800,45,Neutral,2020-05-03,,,,,
1588570200,44,Fear,2020-05-04,,,,,
1588656600,40,Fear,2020-05-05,,,,,
1588743000,42,Fear,2020-05-06,,,,,
1588829400,49,Neutral,2020-05-07,,,,,
1588915800,55,Greed,2020-05-08,,,,,
1589002200,56,Greed,2020-05-09,,,,,
1589088600,48,Neutral,2020-05-10,,,,,
1589175000,40,Fear,2020-05-11,,,,,
1589261400,39,Fear,2020-05-12,,,,,
1589347800,41,Fear,2020-05-13,,,,,
1589434200,40,Fear,2020-05-14,,,,,
1589520600,44,Fear,2020-05-15,,,,,
1589607000,41,Fear,2020-05-16,,,,,
1589693400,40,Fear,2020-05-17,,,,,
1589779800,50,Neutral,2020-05-18,,,,,
1589866200,50,Neutral,2020-05-19,,,,,
1589952600,52,Neutral,2020-05-20,,,,,
1590039000,49,Neutral,2020-05-21,,,,,
1590125400,42,Fear,2020-05-22,,,,,
1590211800,40,Fear,2020-05-23,,,,,
1590298200,43,Fear,2020-05-24,,,,,
1590384600,41,Fear,2020-05-25,,,,,
1590471000,39,Fear,2020-05-26,,,,,
1590557400,39,Fear,2020-05-27,,,,,
1590643800,41,Fear,2020-05-28,,,,,
1590730200,48,Neutral,2020-05-29,,,,,
1590816600,48,Neutral,2020-05-30,,,,,
1590903000,51,Neutral,2020-05-31,,,,,
1590989400,50,Neutral,2020-06-01,,,,,
1591075800,56,Greed,2020-06-02,,,,,
1591162200,48,Neutral,2020-06-03,,,,,
1591248600,54,Neutral,2020-06-04,,,,,
1591335000,53,Neutral,2020-06-05,,,,,
1591421400,54,Neutral,2020-06-06,,,,,
1591507800,54,Neutral,2020-06-07,,,,,
1591594200,53,Neutral,2020-06-08,,,,,
1591680600,52,Neutral,2020-06-09,,,,,
1591767000,54,Neutral,2020-06-10,,,,,
1591853400,52,Neutral,2020-06-11,,,,,
1591939800,38,Fear,2020-06-12,,,,,
1592026200,38,Fear,2020-06-13,,,,,
1592112600,40,Fear,2020-06-14,,,,,
1592199000,37,Fear,2020-06-15,,,,,
1592285400,39,Fear,2020-06-16,,,,,
1592371800,38,Fear,2020-06-17,,,,,
1592458200,40,Fear,2020-06-18,,,,,
1592544600,39,Fear,2020-06-19,,,,,
1592631000,38,Fear,2020-06-20,,,,,
1592717400,37,Fear,2020-06-21,,,,,
1592803800,38,Fear,2020-06-22,,,,,
1592890200,41,Fear,2020-06-23,,,,,
1592976600,50,Neutral,2020-06-24,,,,,
1593063000,43,Fear,2020-06-25,,,,,
1593149400,40,Fear,2020-06-26,,,,,
1593235800,43,Fear,2020-06-27,,,,,
1593322200,40,Fear,2020-06-28,,,,,
1593408600,41,Fear,2020-06-29,,,,,
1593495000,44,Fear,2020-06-30,,,,,
1593581400,42,Fear,2020-07-01,,,,,
1593667800,42,Fear,2020-07-02,,,,,
1593754200,41,Fear,2020-07-03,,,,,
1593840600,40,Fear,2020-07-04,,,,,
1593927000,38,Fear,2020-07-05,,,,,
1594013400,40,Fear,2020-07-06,,,,,
1594099800,43,Fear,2020-07-07,,,,,
1594186200,44,Fear,2020-07-08,,,,,
1594272600,44,Fear,2020-07-09,,,,,
1594359000,41,Fear,2020-07-10,,,,,
1594445400,44,Fear,2020-07-11,,,,,
1594531800,41,Fear,2020-07-12,,,,,
1594618200,43,Fear,2020-07-13,,,,,
1594704600,43,Fear,2020-07-14,,,,,
1594791000,44,Fear,2020-07-15,,,,,
1594877400,43,Fear,2020-07-16,,,,,
1594963800,41,Fear,2020-07-17,,,,,
1595050200,44,Fear,2020-07-18,,,,,
1595136600,41,Fear,2020-07-19,,,,,
1595223000,44,Fear,2020-07-20,,,,,
1595309400,44,Fear,2020-07-21,,,,,
1595395800,50,Neutral,2020-07-22,,,,,
1595482200,55,Greed,2020-07-23,,,,,
1595568600,53,Neutral,2020-07-24,,,,,
1595655000,55,Greed,2020-07-25,,,,,
1595741400,55,Greed,2020-07-26,,,,,
1595827800,58,Greed,2020-07-27,,,,,
1595914200,76,Extreme Greed,2020-07-28,,,,,
1596000600,71,Greed,2020-07-29,,,,,
1596087000,76,Extreme Greed,2020-07-30,,,,,
1596173400,75,Extreme Greed,2020-07-31,,,,,
1596259800,75,Extreme Greed,2020-08-01,,,,,
1596346200,80,Extreme Greed,2020-08-02,,,,,
1596432600,75,Extreme Greed,2020-08-03,,,,,
1596519000,72,Greed,2020-08-04,,,,,
1596605400,75,Extreme Greed,2020-08-05,,,,,
1596691800,79,Extreme Greed,2020-08-06,,,,,
1596778200,77,Extreme Greed,2020-08-07,,,,,
1596864600,77,Extreme Greed,2020-08-08,,,,,
1596951000,79,Extreme Greed,2020-08-09,,,,,
1597037400,78,Extreme Greed,2020-08-10,,,,,
1597123800,84,Extreme Greed,2020-08-11,,,,,
1597210200,75,Extreme Greed,2020-08-12,,,,,
1597296600,75,Extreme Greed,2020-08-13,,,,,
1597383000,78,Extreme Greed,2020-08-14,,,,,
1597469400,79,Extreme Greed,2020-08-15,,,,,
1597555800,82,Extreme Greed,2020-08-16,,,,,
1597642200,83,Extreme Greed,2020-08-17,,,,,
1597728600,82,Extreme Greed,2020-08-18,,,,,
1597815000,80,Extreme Greed,2020-08-19,,,,,
1597901400,75,Extreme Greed,2020-08-20,,,,,
1597987800,81,Extreme Greed,2020-08-21,,,,,
1598074200,78,Extreme Greed,2020-08-22,,,,,
1598160600,76,Extreme Greed,2020-08-23,,,,,
1598247000,78,Extreme Greed,2020-08-24,,,,,
1598333400,75,Extreme Greed,2020-08-25,,,,,
1598419800,76,Extreme Greed,2020-08-26,,,,,
1598506200,75,Extreme Greed,2020-08-27,,,,,
1598592600,74,Greed,2020-08-28,,,,,
1598679000,79,Extreme Greed,2020-08-29,,,,,
1598765400,75,Extreme Greed,2020-08-30,,,,,
1598851800,75,Extreme Greed,2020-08-31,,,,,
1598938200,75,Extreme Greed,2020-09-01,,,,,
1599024600,83,Extreme Greed,2020-09-02,,,,,
1599111000,79,Extreme Greed,2020-09-03,,,,,
1599197400,40,Fear,2020-09-04,,,,,
1599283800,41,Fear,2020-09-05,,,,,
1599370200,41,Fear,2020-09-06,,,,,
1599456600,41,Fear,2020-09-07,,,,,
1599543000,41,Fear,2020-09-08,,,,,
1599629400,38,Fear,2020-09-09,,,,,
1599715800,38,Fear,2020-09-10,,,,,
1599802200,41,Fear,2020-09-11,,,,,
1599888600,41,Fear,2020-09-12,,,,,
1599975000,38,Fear,2020-09-13,,,,,
1600061400,39,Fear,2020-09-14,,,,,
1600147800,47,Neutral,2020-09-15,,,,,
1600234200,43,Fear,2020-09-16,,,,,
1600320600,48,Neutral,2020-09-17,,,,,
1600407000,49,Neutral,2020-09-18,,,,,
1600493400,48,Neutral,2020-09-19,,,,,
1600579800,52,Neutral,2020-09-20,,,,,
1600666200,48,Neutral,2020-09-21,,,,,
1600752600,39,Fear,2020-09-22,,,,,
1600839000,43,Fear,2020-09-23,,,,,
1600925400,39,Fear,2020-09-24,,,,,
1601011800,46,Neutral,2020-09-25,,,,,
1601098200,45,Neutral,2020-09-26,,,,,
1601184600,47,Neutral,2020-09-27,,,,,
1601271000,43,Fear,2020-09-28,,,,,
1601357400,45,Neutral,2020-09-29,,,,,
1601443800,49,Neutral,2020-09-30,,,,,
1601530200,45,Neutral,2020-10-01,,,,,
1601616600,41,Fear,2020-10-02,,,,,
1601703000,40,Fear,2020-10-03,,,,,
1601789400,42,Fear,2020-10-04,,,,,
1601875800,42,Fear,2020-10-05,,,,,
1601962200,47,Neutral,2020-10-06,,,,,
1602048600,43,Fear,2020-10-07,,,,,
1602135000,46,Neutral,2020-10-08,,,,,
1602221400,48,Neutral,2020-10-09,,,,,
1602307800,53,Neutral,2020-10-10,,,,,
1602394200,55,Greed,2020-10-11,,,,,
1602480600,52,Neutral,2020-10-12,,,,,
1602567000,56,Greed,2020-10-13,,,,,
1602653400,53,Neutral,2020-10-14,,,,,
1602739800,56,Greed,2020-10-15,,,,,
1602826200,52,Neutral,2020-10-16,,,,,
1602912600,56,Greed,2020-10-17,,,,,
1602999000,55,Greed,2020-10-18,,,,,
1603085400,55,Greed,2020-10-19,,,,,
1603171800,56,Greed,2020-10-20,,,,,
1603258200,61,Greed,2020-10-21,,,,,
1603344600,73,Greed,2020-10-22,,,,,
1603431000,74,Greed,2020-10-23,,,,,
1603517400,73,Greed,2020-10-24,,,,,
1603603800,76,Extreme Greed,2020-10-25,,,,,
1603690200,75,Extreme Greed,2020-10-26,,,,,
1603776600,61,Greed,2020-10-27,,,,,
1603863000,70,Greed,2020-10-28,,,,,
1603949400,67,Greed,2020-10-29,,,,,
1604035800,74,Greed,2020-10-30,,,,,
1604122200,73,Greed,2020-10-31,,,,,
1604208600,72,Greed,2020-11-01,,,,,
1604295000,71,Greed,2020-11-02,,,,,
1604381400,71,Greed,2020-11-03,,,,,
1604467800,74,Greed,2020-11-04,,,,,
1604554200,72,Greed,2020-11-05,,,,,
1604640600,90,Extreme Greed,2020-11-06,,,,,
1604727000,88,Extreme Greed,2020-11-07,,,,,
1604813400,82,Extreme Greed,2020-11-08,,,,,
1604899800,90,Extreme Greed,2020-11-09,,,,,
1604986200,90,Extreme Greed,2020-11-10,,,,,
1605072600,86,Extreme Greed,2020-11-11,,,,,
1605159000,87,Extreme Greed,2020-11-12,,,,,
1605245400,89,Extreme Greed,2020-11-13,,,,,
1605331800,90,Extreme Greed,2020-11-14,,,,,
1605418200,86,Extreme Greed,2020-11-15,,,,,
1605504600,90,Extreme Greed,2020-11-16,,,,,
1605591000,86,Extreme Greed,2020-11-17,,,,,
1605677400,91,Extreme Greed,2020-11-18,,,,,
1605763800,94,Extreme Greed,2020-11-19,,,,,
1605850200,86,Extreme Greed,2020-11-20,,,,,
1605936600,91,Extreme Greed,2020-11-21,,,,,
1606023000,94,Extreme Greed,2020-11-22,,,,,
1606109400,90,Extreme Greed,2020-11-23,,,,,
1606195800,88,Extreme Greed,2020-11-24,,,,,
1606282200,94,Extreme Greed,2020-11-25,,,,,
1606368600,93,Extreme Greed,2020-11-26,,,,,
1606455000,86,Extreme Greed,2020-11-27,,,,,
1606541400,87,Extreme Greed,2020-11-28,,,,,
1606627800,89,Extreme Greed,2020-11-29,,,,,
1606714200,88,Extreme Greed,2020-11-30,,,,,
1606800600,95,Extreme Greed,2020-12-01,,,,,
1606887000,92,Extreme Greed,2020-12-02,,,,,
1606973400,92,Extreme Greed,2020-12-03,,,,,
1607059800,92,Extreme Greed,2020-12-04,,,,,
1607146200,93,Extreme Greed,2020-12-05,,,,,
1607232600,95,Extreme Greed,2020-12-06,,,,,
1607319000,94,Extreme Greed,2020-12-07,,,,,
1607405400,95,Extreme Greed,2020-12-08,,,,,
1607491800,86,Extreme Greed,2020-12-09,,,,,
1607578200,94,Extreme Greed,2020-12-10,,,,,
1607664600,89,Extreme Greed,2020-12-11,,,,,
1607751000,90,Extreme Greed,2020-12-12,,,,,
1607837400,91,Extreme Greed,2020-12-13,,,,,
1607923800,95,Extreme Greed,2020-12-14,,,,,
1608010200,91,Extreme Greed,2020-12-15,,,,,
1608096600,92,Extreme Greed,2020-12-16,,,,,
1608183000,92,Extreme Greed,2020-12-17,,,,,
1608269400,95,Extreme Greed,2020-12-18,,,,,
1608355800,93,Extreme Greed,2020-12-19,,,,,
1608442200,92,Extreme Greed,2020-12-20,,,,,
1608528600,92,Extreme Greed,2020-12-21,,,,,
1608615000,88,Extreme Greed,2020-12-22,,,,,
1608701400,93,Extreme Greed,2020-12-23,,,,,
1608787800,86,Extreme Greed,2020-12-24,,,,,
1608874200,94,Extreme Greed,2020-12-25,,,,,
1608960600,93,Extreme Greed,2020-12-26,,,,,
1609047000,91,Extreme Greed,2020-12-27,,,,,
1609133400,92,Extreme Greed,2020-12-28,,,,,
1609219800,91,Extreme Greed,2020-12-29,,,,,
1609306200,91,Extreme Greed,2020-12-30,,,,,
1609392600,95,Extreme Greed,2020-12-31,,,,,
1609479000,94,Extreme Greed,2021-01-01,,,,,
1609565400,94,Extreme Greed,2021-01-02,,,,,
1609651800,93,Extreme Greed,2021-01-03,,,,,
1609738200,94,Extreme Greed,2021-01-04,,,,,
1609824600,93,Extreme Greed,2021-01-05,,,,,
1609911000,95,Extreme Greed,2021-01-06,,,,,
1609997400,91,Extreme Greed,2021-01-07,,,,,
1610083800,93,Extreme Greed,2021-01-08,,,,,
1610170200,93,Extreme Greed,2021-01-09,,,,,
1610256600,94,Extreme Greed,2021-01-10,,,,,
1610343000,90,Extreme Greed,2021-01-11,,,,,
1610429400,84,Extreme Greed,2021-01-12,,,,,
1610515800,78,Extreme Greed,2021-01-13,,,,,
1610602200,83,Extreme Greed,2021-01-14,,,,,
1610688600,88,Extreme Greed,2021-01-15,,,,,
1610775000,84,Extreme Greed,2021-01-16,,,,,
1610861400,79,Extreme Greed,2021-01-17,,,,,
1610947800,79,Extreme Greed,2021-01-18,,,,,
1611034200,80,Extreme Greed,2021-01-19,,,,,
1611120600,78,Extreme Greed,2021-01-20,,,,,
1611207000,75,Extreme Greed,2021-01-21,,,,,
1611293400,40,Fear,2021-01-22,,,,,
1611379800,74,Greed,2021-01-23,,,,,
1611466200,70,Greed,2021-01-24,,,,,
1611552600,74,Greed,2021-01-25,,,,,
1611639000,71,Greed,2021-01-26,,,,,
1611725400,78,Extreme Greed,2021-01-27,,,,,
1611811800,55,Greed,2021-01-28,,,,,
1611898200,77,Extreme Greed,2021-01-29,,,,,
1611984600,76,Extreme Greed,2021-01-30,,,,,
1612071000,78,Extreme Greed,2021-01-31,,,,,
1612157400,77,Extreme Greed,2021-02-01,,,,,
1612243800,76,Extreme Greed,2021-02-02,,,,,
1612330200,78,Extreme Greed,2021-02-03,,,,,
1612416600,80,Extreme Greed,2021-02-04,,,,,
1612503000,81,Extreme Greed,2021-02-05,,,,,
1612589400,84,Extreme Greed,2021-02-06,,,,,
1612675800,86,Extreme Greed,2021-02-07,,,,,
1612762200,83,Extreme Greed,2021-02-08,,,,,
1612848600,95,Extreme Greed,2021-02-09,,,,,
1612935000,92,Extreme Greed,2021-02-10,,,,,
1613021400,93,Extreme Greed,2021-02-11,,,,,
1613107800,92,Extreme Greed,2021-02-12,,,,,
1613194200,92,Extreme Greed,2021-02-13,,,,,
1613280600,95,Extreme Greed,2021-02-14,,,,,
1613367000,93,Extreme Greed,2021-02-15,,,,,
1613453400,95,Extreme Greed,2021-02-16,,,,,
1613539800,95,Extreme Greed,2021-02-17,,,,,
1613626200,91,Extreme Greed,2021-02-18,,,,,
1613712600,93,Extreme Greed,2021-02-19,,,,,
1613799000,91,Extreme Greed,2021-02-20,,,,,
1613885400,91,Extreme Greed,2021-02-21,,,,,
1613971800,94,Extreme Greed,2021-02-22,,,,,
1614058200,94,Extreme Greed,2021-02-23,,,,,
1614144600,76,Extreme Greed,2021-02-24,,,,,
1614231000,79,Extreme Greed,2021-02-25,,,,,
1614317400,55,Greed,2021-02-26,,,,,
1614403800,56,Greed,2021-02-27,,,,,
1614490200,55,Greed,2021-02-28,,,,,
1614576600,38,Fear,2021-03-01,,,,,
1614663000,78,Extreme Greed,2021-03-02,,,,,
1614749400,78,Extreme Greed,2021-03-03,,,,,
1614835800,84,Extreme Greed,2021-03-04,,,,,
1614922200,77,Extreme Greed,2021-03-05,,,,,
1615008600,77,Extreme Greed,2021-03-06,,,,,
1615095000,76,Extreme Greed,2021-03-07,,,,,
1615181400,81,Extreme Greed,2021-03-08,,,,,
1615267800,81,Extreme Greed,2021-03-09,,,,,
1615354200,68,Greed,2021-03-10,,,,,
1615440600,73,Greed,2021-03-11,,,,,
1615527000,70,Greed,2021-03-12,,,,,
1615613400,74,Greed,2021-03-13,,,,,
